,ra,dec_x,Nobs,filter,Name,coord,Type,dec_y
145,253.81,-26.320920000000008,13,zr,21616,165514.38 -261914.7,nan,-26.32075
146,253.835,-26.73168000000001,13,zr,21617,165520.42 -264353.0,M,-26.731388888888887
147,253.899,-25.266070000000017,13,zr,21618,165535.77 -251557.1,nan,-25.26586111111111
148,253.941,-26.880510000000005,13,zr,21619,165545.82 -265250.3,M,-26.88063888888889
149,254.012,-25.597329999999992,13,zr,21622,165602.92 -253550.4,L,-25.59733333333333
150,254.123,-27.223809999999972,13,zr,21625,165629.45 -271325.4,RRAB,-27.22372222222222
151,254.261,-27.120180000000015,13,zr,21628,165702.65 -270713.2,RRAB,-27.120333333333335
152,254.302,-25.37568000000002,13,zr,21632,165712.45 -252232.8,nan,-25.375777777777778
153,254.38,-27.852939999999975,13,zr,21633,165731.19 -275110.5,M,-27.85291666666667
154,254.38,-26.81014000000003,13,zr,21634,165731.20 -264836.7,M,-26.810194444444445
155,254.397,-24.289439999999974,8,zr,21637,165735.18 -241721.8,L,-24.28938888888889
156,254.571,-26.527910000000002,13,zr,21641,165817.15 -263139.9,nan,-26.527749999999997
157,254.758,-26.334110000000006,10,zr,21646,165902.02 -262002.5,nan,-26.334027777777777
158,254.797,-27.729710000000015,10,zr,21648,165911.21 -274346.9,M,-27.729694444444444
159,254.964,-25.873879999999975,13,zr,21652,165951.46 -255225.9,nan,-25.87386111111111
160,255.002,-25.76617999999997,13,zr,21653,170000.40 -254558.2,nan,-25.766166666666667
161,255.293,-25.451279999999976,13,zr,21660,170110.31 -252704.4,M,-25.45122222222222
162,255.413,-26.23459999999998,6,zr,21663,170139.03 -261404.5,nan,-26.234583333333333
163,255.657,-23.679780000000008,13,zr,21672,170237.66 -234047.3,nan,-23.679805555555557
164,255.84,-25.93162999999999,12,zr,21679,170321.62 -255553.9,nan,-25.93163888888889
165,255.9,-27.695220000000003,10,zr,21685,170335.97 -274142.5,S,-27.695138888888888
166,256.008,-24.64748,12,zr,21687,170401.97 -243850.8,nan,-24.647444444444442
167,256.166,-27.44613999999997,10,zr,21689,170439.90 -272646.7,M,-27.446305555555554
168,256.159,-24.757120000000025,12,zr,21691,170438.10 -244525.6,M,-24.75711111111111
169,256.159,-24.70470999999998,12,zr,23561,170438.12 -244216.9,RRAB,-24.704694444444442
170,256.253,-23.822349999999993,12,zr,21698,170500.77 -234920.6,nan,-23.822388888888888
171,256.439,-26.66901999999999,7,zr,21702,170545.29 -264008.5,nan,-26.669027777777778
172,256.505,-26.977180000000008,7,zr,21705,170601.27 -265837.5,nan,-26.977083333333333
173,256.711,-24.585509999999996,12,zr,21710,170650.65 -243507.8,nan,-24.5855
174,256.795,-25.233999999999995,12,zr,21713,170710.84 -251402.1,nan,-25.23391666666667
175,257.038,-25.06250000000001,13,zr,21722,170809.20 -250344.5,nan,-25.062361111111112
176,257.179,-25.163699999999995,11,zr,21727,170842.87 -250949.1,nan,-25.163638888888887
177,257.263,-25.261450000000025,12,zr,21729,170903.20 -251541.0,nan,-25.261388888888888
178,257.396,-26.609070000000028,7,zr,21735,170935.08 -263631.8,M,-26.608833333333333
179,257.471,-26.338189999999983,7,zr,21737,170953.08 -262017.8,nan,-26.338277777777776
180,257.575,-27.84735999999999,7,zr,21740,171017.90 -275050.3,nan,-27.847305555555554
181,258.634,-25.787740000000028,13,zr,21743,171432.14 -254715.8,nan,-25.787722222222225
182,259.002,-26.023970000000016,10,zr,21744,171600.37 -260125.9,nan,-26.02386111111111
183,271.269,2.769879999999998,35,zr,21749,180504.61 +024611.9,M,2.769972222222222
184,253.895,-27.913030000000013,6,zr,21755,165534.88 -275447.1,E/SD,-27.913083333333333
185,253.992,-26.878729999999972,13,zr,21757,165557.97 -265243.7,M,-26.878805555555555
186,254.211,-26.364180000000022,13,zr,21763,165650.68 -262151.1,S,-26.364194444444447
187,254.352,-27.670809999999992,13,zr,21770,165724.51 -274014.9,S,-27.670805555555557
188,254.347,-25.990289999999998,10,zr,21771,165723.25 -255924.8,nan,-25.990222222222222
189,254.465,-27.88220999999999,13,zr,21775,165751.67 -275256.6,RRAB,-27.88238888888889
190,254.543,-26.89368000000002,13,zr,21778,165810.36 -265336.5,M,-26.893472222222222
191,254.533,-25.63587000000002,13,zr,21779,165808.03 -253809.2,nan,-25.63588888888889
192,254.779,-25.73957000000001,13,zr,21790,165906.98 -254422.3,M,-25.739527777777777
193,255.278,-25.584699999999987,13,zr,21813,170106.74 -253505.1,nan,-25.58475
194,255.278,11.054880000000015,44,zr,22515,170106.71 +110317.3,RR,11.054805555555557
195,255.31,-25.710569999999972,13,zr,21816,170114.36 -254237.7,nan,-25.710472222222222
196,255.505,-27.512750000000004,10,zr,21822,170201.23 -273045.7,RRAB,-27.512694444444445
197,255.794,-27.674100000000017,10,zr,21834,170310.63 -274026.4,M,-27.674
198,256.281,-27.641110000000012,10,zr,21840,170507.55 -273827.9,L,-27.641083333333334
199,256.661,-25.442010000000025,12,zr,21847,170638.66 -252631.2,nan,-25.442
200,256.689,-27.01572000000003,7,zr,21848,170645.31 -270056.5,nan,-27.015694444444446
201,257.239,-26.626720000000027,7,zr,21855,170857.33 -263736.1,S,-26.626694444444446
202,257.239,-18.66470000000002,15,zr,22915,170857.44 -183952.1,RRC,-18.66447222222222
203,257.248,-27.89991999999998,7,zr,21856,170859.48 -275400.0,nan,-27.9
204,265.079,4.668700000000002,30,zr,22282,174018.94 +044007.4,RR,4.668722222222223
